Region,Country,Prefix,Rate/minute,Our price
South Asia,Afghanistan,93,0.33564,0.51
Central America,Mexico (Mobile A) Movistar,521462174,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462175,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462179,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462180,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462181,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462182,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462183,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462199,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462200,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462211,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462212,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462213,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462216,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462223,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462224,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462227,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462228,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462229,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462230,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462242,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462243,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462244,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462245,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462246,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521462247,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521463100,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521463102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464107,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464111,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464112,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464124,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464128,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464129,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464132,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464133,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464134,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464148,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464149,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464150,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464151,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464159,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521464160,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465100,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465106,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465114,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465116,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465121,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465123,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521465125,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466109,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466111,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466116,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466117,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466118,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466123,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521466127,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521467101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468100,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468105,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468108,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468109,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468111,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468114,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468116,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468119,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521468125,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469100,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469108,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469110,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469112,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469114,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469122,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521469123,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521471100,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472104,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472112,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472116,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472120,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472121,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472122,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472129,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472130,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472131,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472132,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521472143,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473104,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473105,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473107,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473110,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473112,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473113,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473123,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473125,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473126,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473127,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521473128,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474104,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474111,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474113,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474119,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474120,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474128,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474129,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474136,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521474137,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521475100,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521475101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521475105,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476103,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476111,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476114,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476116,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476117,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476120,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476121,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521476122,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477155,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477156,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477157,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477158,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477166,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477175,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477177,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477178,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477182,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477183,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477184,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477185,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477186,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477187,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477188,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477189,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477190,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477191,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477192,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477193,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477196,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477200,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477201,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477202,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477203,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477204,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477207,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477208,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477209,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477219,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477220,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477221,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477300,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477301,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477302,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477303,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477304,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477305,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477314,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477315,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477316,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477317,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477319,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477370,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477371,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477372,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477373,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477374,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477375,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477376,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477377,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477378,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477381,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477382,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477383,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477384,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477385,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477386,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477387,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477388,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477389,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477444,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477445,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477446,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477447,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477448,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477463,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477464,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477465,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477466,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477467,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477468,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477471,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477473,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477479,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477480,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477481,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477482,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477483,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477485,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477486,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477487,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477488,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477489,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477497,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477498,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477499,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477501,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477502,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477503,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477504,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477506,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477507,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477508,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477533,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477534,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477535,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477536,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477537,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477538,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477539,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477540,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477541,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477542,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477543,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477544,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477545,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477546,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521477547,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521478101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481104,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481109,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481118,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481121,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481124,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481125,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481128,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481131,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481132,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481135,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481137,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521481149,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521482101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521483101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521483102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521483106,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485105,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485107,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485109,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485110,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485112,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485113,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485114,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485117,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521485118,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521486101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521487103,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521487105,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521487115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521487117,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521487118,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521487127,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521487132,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488103,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488107,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488117,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488119,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488122,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488127,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488130,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521488138,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521489102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521489103,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492108,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492109,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492114,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492118,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492120,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492133,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492135,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492139,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492140,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492141,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492142,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492150,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492151,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492186,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492187,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492191,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492192,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492205,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492206,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492207,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492210,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492211,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521492212,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493104,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493109,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493116,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493121,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493123,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493128,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493129,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493142,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493143,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493151,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493152,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521493153,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521494101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521494102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521494107,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521495102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521495117,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521495120,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521496102,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521496109,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521496115,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521496129,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521496136,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521496137,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521496144,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521498101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521498103,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521498108,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521499101,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551025,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551026,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551027,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551028,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551029,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551030,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551031,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551073,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551074,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551075,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551076,0.0303,0.05,,,,,,,
Central America,Mexico (Mobile A) Movistar,521551077,0.0303,0.05,,,,,,,
